Buyer_ID,Unique_Buys
ee,[]
ef,[]
ef,[]
eg,[]
eg,[]
eg,[]
ei,[]
el,[]
el,[]
el,[]
el,[]
el,[]
em,[]
em,[]
en,[]
en,[]
en,[]
en,[]
eo,[]
eo,[]
eo,[]
er,[]
er,[]
er,[]
er,[]
er,[]
er,[]
es,[]
es,[]
es,[]
es,[]
et,[]
et,[]
et,[]
et,[]
et,[]
eu,[]
ex,[]
ex,[]
ex,[]
ey,[]
ey,[]
ey,[]
ez,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f ,[]
f-,[]
f0,[]
f0,[]
f1,[]
f1,[]
f1,[]
f2,[]
f2,[]
f2,[]
f2,[]
f2,[]
f2,[]
f3,[]
f3,[]
f4,[]
f4,[]
f5,[]
f5,[]
f6,[]
f6,[]
f7,[]
f7,[]
f7,[]
f7,[]
f8,[]
f9,[]
f9,[]
fa,[]
fa,[]
fb,[]
fb,[]
fc,[]
fd,[]
fd,[]
fd,[]
fd,[]
fd,[]
fe,[]
fe,[]
fe,[]
fe,[]
fe,[]
fe,[]
fe,[]
fe,[]
ff,[]
fg,[]
fg,[]
fg,[]
fh,[]
fh,[]
fh,[]
fi,[]
fi,[]
fk,[]
fl,[]
fl,[]
fm,[]
fm,[]
fm,[]
fn,[]
fn,[]
fn,[]
fn,[]
fn,[]
fn,[]
fo,[]
fo,[]
fo,[]
fo,[]
fo,[]
fp,[]
fr,[]
fr,[]
fr,[]
fr,[]
fr,[]
fr,[]
fr,[]
fr,[]
fs,[]
fs,[]
fs,[]
fs,[]
fs,[]
ft,[]
ft,[]
ft,[]
ft,[]
ft,[]
ft,[]
fu,[]
fu,[]
fu,[]
fu,[]
fw,[]
fw,[]
fx,[]
fx,[]
fx,[]
fx,[]
fx,[]
fy,[]
fy,[]
fy,[]
fy,[]
fz,[]
fz,[]
fz,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g ,[]
g0,[]
g0,[]
g0,[]
g0,[]
g0,[]
g1,[]
g1,[]
g1,[]
g1,[]
g2,[]
g2,[]
g2,[]
g2,[]
g2,[]
g2,[]
g3,[]
g3,[]
g4,[]
g4,[]
g4,[]
g5,[]
g5,[]
g5,[]
g6,[]
g7,[]
g7,[]
g7,[]
g8,[]
g8,[]
g8,[]
g8,[]
g8,[]
g9,[]
g9,[]
g9,[]
g9,[]
gD,[]
ga,[]
ga,[]
ga,[]
ga,[]
ga,[]
gd,[]
gd,[]
gd,[]
gd,[]
ge,[]
ge,[]
ge,[]
ge,[]
ge,[]
ge,[]
ge,[]
gf,[]
gf,[]
gg,[]
gg,[]
gg,[]
gg,[]
gh,[]
gh,[]
gh,[]
gi,[]
gi,[]
gi,[]
gk,[]
gk,[]
gl,[]
gl,[]
gl,[]
gm,[]
gm,[]
gm,[]
gn,[]
gn,[]
gn,[]
gn,[]
gn,[]
gn,[]
gn,[]
go,[]
go,[]
go,[]
go,[]
go,[]
go,[]
go,[]
gp,[]
gp,[]
gr,[]
gr,[]
gs,[]
gs,[]
gs,[]
gs,[]
gt,[]
gt,[]
gt,[]
gt,[]
gt,[]
gu,[]
gu,[]
gw,[]
gw,[]
gy,[]
gy,[]
gy,[]
gy,[]
gy,[]
gz,[]
gz,[]
h ,[]
h ,[]
h ,[]
h ,[]
h ,[]
h ,[]
h ,[]
h ,[]
h ,[]
h0,[]
h0,[]
h0,[]
h0,[]
h1,[]
h1,[]
h1,[]
h2,[]
h2,[]
h2,[]
h2,[]
h2,[]
h2,[]
h2,[]
h2,[]
h3,[]
h3,[]
h3,[]
h4,[]
h4,[]
h5,[]
h5,[]
h5,[]
h6,[]
h6,[]
h6,[]
h7,[]
h7,[]
h7,[]
h8,[]
h8,[]
h8,[]
h9,[]
h9,[]
h9,[]
h9,[]
hG,[]
hM,[]
hS,[]
ha,[]
ha,[]
ha,[]
hb,[]
hc,[]
hd,[]
hd,[]
he,[]
he,[]
he,[]
he,[]
hf,[]
hg,[]
hg,[]
hg,[]
hh,[]
hh,[]
hh,[]
hh,[]
hi,[]
hi,[]
hi,[]
hk,[]
hk,[]
hk,[]
hl,[]
hl,[]
hl,[]
hm,[]
hm,[]
hn,[]
hn,[]
hn,[]
hn,[]
hn,[]
hn,[]
hn,[]
hn,[]
hn,[]
ho,[]
ho,[]
ho,[]
ho,[]
hp,[]
hr,[]
hr,[]
hr,[]
hr,[]
hr,[]
hr,[]
hr,[]
hs,[]
hs,[]
hs,[]
hs,[]
hs,[]
hs,[]
ht,[]
ht,[]
ht,[]
ht,[]
ht,[]
hu,[]
hw,[]
hw,[]
hx,[]
hy,[]
hz,[]
hz,[]
i ,[]
i ,[]
i ,[]
i ,[]
i ,[]
i ,[]
i ,[]
i0,[]
i1,[]
i1,[]
i2,[]
i2,[]
i3,[]
i5,[]
i6,[]
i6,[]
i6,[]
i7,[]
i7,[]
i8,[]
i8,[]
i9,[]
i9,[]
ia,[]
id,[]
id,[]
id,[]
id,[]
ie,[]
ie,[]
ie,[]
ie,[]
if,[]
ig,[]
ih,[]
ih,[]
ih,[]
ii,[]
ii,[]
ii,[]
ik,[]
ik,[]
il,[]
il,[]
im,[]
im,[]
in,[]
in,[]
in,[]
in,[]
io,[]
ip,[]
ip,[]
ip,[]
ir,[]
ir,[]
is,[]
is,[]
is,[]
is,[]
it,[]
it,[]
iu,[]
iv,[]
iw,[]
iw,[]
ix,[]
iy,[]
iy,[]
iy,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j ,[]
j0,[]
j0,[]
j0,[]
j0,[]
j0,[]
j0,[]
j0,[]
j1,[]
j1,[]
j1,[]
j1,[]
j1,[]
j1,[]
j2,[]
j2,[]
j2,[]
j2,[]
j2,[]
j2,[]
j3,[]
j3,[]
j3,[]
j3,[]
j3,[]
j3,[]
j4,[]
j4,[]
j5,[]
j5,[]
j5,[]
j6,[]
j6,[]
j7,[]
j7,[]
j7,[]
j7,[]
j8,[]
j8,[]
j8,[]
j8,[]
j8,[]
j8,[]
j8,[]
j9,[]
j9,[]
j9,[]
j9,[]
j9,[]
j9,[]
ja,[]
ja,[]
ja,[]
ja,[]
jb,[]
jc,[]
jd,[]
jd,[]
jd,[]
jd,[]
jd,[]
je,[]
je,[]
je,[]
je,[]
je,[]
jf,[]
jf,[]
jg,[]
jg,[]
jh,[]
jh,[]
jh,[]
jh,[]
ji,[]
ji,[]
ji,[]
ji,[]
jk,[]
jk,[]
jk,[]
jk,[]
jk,[]
jk,[]
jk,[]
jl,[]
jl,[]
jl,[]
jl,[]
jm,[]
jm,[]
jm,[]
jn,[]
jn,[]
jn,[]
jn,[]
jn,[]
jn,[]
jn,[]
jo,[]
jo,[]
jo,[]
jo,[]
jq,[]
jr,[]
jr,[]
jr,[]
jr,[]
jr,[]
js,[]
js,[]
js,[]
js,[]
js,[]
js,[]
jt,[]
jt,[]
jt,[]
jt,[]
jt,[]
jv,[]
jw,[]
jx,[]
jy,[]
jy,[]
jy,[]
jy,[]
jy,[]
jy,[]
jy,[]
jz,[]
jz,[]
jz,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k ,[]
k-,[]
k0,[]
k0,[]
k0,[]
k0,[]
k1,[]
k1,[]
k1,[]
k1,[]
k2,[]
k2,[]
k3,[]
k4,[]
k4,[]
k4,[]
k5,[]
k5,[]
k6,[]
k6,[]
k7,[]
k7,[]
k7,[]
k8,[]
k8,[]
k8,[]
k9,[]
k9,[]
k9,[]
kS,[]
ka,[]
ka,[]
ka,[]
ka,[]
kc,[]
kc,[]
kd,[]
kd,[]
ke,[]
ke,[]
ke,[]
ke,[]
kf,[]
kg,[]
kg,[]
kg,[]
kg,[]
kh,[]
kh,[]
ki,[]
ki,[]
ki,[]
kj,[]
kk,[]
kk,[]
kk,[]
kk,[]
kk,[]
kl,[]
kl,[]
kl,[]
kn,[]
kn,[]
kn,[]
kn,[]
ko,[]
ko,[]
ko,[]
kp,[]
kr,[]
kr,[]
kr,[]
kr,[]
kr,[]
ks,[]
ks,[]
kt,[]
kt,[]
kt,[]
kt,[]
ku,[]
kv,[]
kw,[]
ky,[]
ky,[]
ky,[]
ky,[]
ky,[]
ky,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l ,[]
l0,[]
l0,[]
l0,[]
l0,[]
l0,[]
l0,[]
l1,[]
l1,[]
l1,[]
l1,[]
l1,[]
l1,[]
l1,[]
l2,[]
l2,[]
l2,[]
l2,[]
l2,[]
l3,[]
l3,[]
l3,[]
l3,[]
l3,[]
l4,[]
l4,[]
l4,[]
l4,[]
l5,[]
l5,[]
l5,[]
l5,[]
l6,[]
l6,[]
l7,[]
l7,[]
l7,[]
l8,[]
l8,[]
l8,[]
l9,[]
l9,[]
l9,[]
la,[]
la,[]
la,[]
la,[]
la,[]
lb,[]
ld,[]
ld,[]
ld,[]
ld,[]
le,[]
le,[]
le,[]
le,[]
le,[]
le,[]
le,[]
le,[]
le,[]
lg,[]
lg,[]
lg,[]
lh,[]
lh,[]
lh,[]
li,[]
li,[]
li,[]
li,[]
li,[]
lk,[]
lk,[]
lk,[]
ll,[]
ll,[]
ll,[]
ll,[]
ln,[]
ln,[]
ln,[]
ln,[]
ln,[]
ln,[]
lo,[]
lo,[]
lo,[]
lo,[]
lo,[]
lo,[]
lp,[]
lq,[]
lr,[]
lr,[]
lr,[]
lr,[]
lr,[]
lr,[]
lr,[]
ls,[]
ls,[]
ls,[]
ls,[]
lt,[]
lt,[]
lu,[]
lw,[]
lw,[]
ly,[]
ly,[]
ly,[]
ly,[]
ly,[]
ly,[]
ly,[]
ly,[]
lz,[]
lz,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m ,[]
m0,[]
m0,[]
m0,[]
m0,[]
m0,[]
m0,[]
m0,[]
m0,[]
m0,[]
m1,[]
m1,[]
m1,[]
m1,[]
m1,[]
m1,[]
m1,[]
m2,[]
m2,[]
m2,[]
m2,[]
m3,[]
m3,[]
m3,[]
m3,[]
m4,[]
m4,[]
m4,[]
m4,[]
m4,[]
m5,[]
m5,[]
m5,[]
m5,[]
m5,[]
m5,[]
m5,[]
m6,[]
m6,[]
m6,[]
m6,[]
m6,[]
m6,[]
m7,[]
m7,[]
m7,[]
m7,[]
m8,[]
m8,[]
m8,[]
m8,[]
m9,[]
m9,[]
m9,[]
m9,[]
m9,[]
mF,[]
ma,[]
ma,[]
ma,[]
ma,[]
ma,[]
ma,[]
mb,[]
mb,[]
md,[]
md,[]
md,[]
md,[]
me,[]
me,[]
me,[]
me,[]
me,[]
me,[]
me,[]
me,[]
me,[]
mf,[]
mf,[]
mg,[]
mg,[]
mg,[]
mg,[]
mg,[]
mh,[]
mh,[]
mh,[]
mi,[]
mi,[]
mk,[]
mk,[]
mk,[]
mk,[]
mk,[]
ml,[]
ml,[]
ml,[]
mm,[]
mm,[]
mm,[]
mm,[]
mm,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mn,[]
mo,[]
mo,[]
mo,[]
mo,[]
mp,[]
mr,[]
mr,[]
mr,[]
mr,[]
mr,[]
mr,[]
mr,[]
mr,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
ms,[]
mt,[]
mt,[]
mt,[]
mt,[]
mt,[]
mt,[]
mt,[]
mt,[]
mu,[]
mu,[]
mu,[]
mw,[]
mw,[]
mx,[]
mx,[]
mx,[]
my,[]
my,[]
my,[]
my,[]
my,[]
my,[]
my,[]
my,[]
my,[]
my,[]
mz,[]
mz,[]
mz,[]
mz,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n ,[]
n0,[]
n0,[]
n0,[]
n0,[]
n1,[]
n1,[]
n2,[]
n2,[]
n3,[]
n3,[]
n4,[]
n4,[]
n4,[]
n5,[]
n5,[]
n5,[]
n6,[]
n6,[]
n7,[]
n7,[]
n7,[]
n8,[]
n9,[]
n9,[]
n9,[]
n9,[]
n9,[]
nL,[]
na,[]
na,[]
na,[]
nb,[]
nc,[]
nc,[]
nd,[]
nd,[]
nd,[]
nd,[]
ne,[]
ne,[]
ne,[]
ne,[]
ne,[]
ne,[]
ng,[]
ni,[]
ni,[]
ni,[]
nj,[]
nk,[]
nm,[]
nm,[]
nn,[]
nn,[]
no,[]
no,[]
no,[]
np,[]
nr,[]
nr,[]
nr,[]
nr,[]
ns,[]
ns,[]
ns,[]
ns,[]
nt,[]
nt,[]
nu,[]
nu,[]
nv,[]
nw,[]
nx,[]
ny,[]
ny,[]
ny,[]
nz,[]
o ,[]
o ,[]
o ,[]
o ,[]
o ,[]
o0,[]
o0,[]
o0,[]
o0,[]
o1,[]
o2,[]
o3,[]
o4,[]
o6,[]
o6,[]
o6,[]
o7,[]
o7,[]
o7,[]
o7,[]
o8,[]
o8,[]
o9,[]
oa,[]
oa,[]
oa,[]
oa,[]
oa,[]
od,[]
od,[]
od,[]
oe,[]
oe,[]
oe,[]
oe,[]
oe,[]
og,[]
og,[]
oi,[]
oi,[]
oi,[]
oj,[]
ok,[]
ok,[]
ol,[]
ol,[]
om,[]
on,[]
on,[]
on,[]
on,[]
on,[]
on,[]
oo,[]
oo,[]
oo,[]
oq,[]
oq,[]
or,[]
os,[]
os,[]
ot,[]
ot,[]
ot,[]
ox,[]
ox,[]
oy,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p ,[]
p0,[]
p0,[]
p0,[]
p1,[]
p1,[]
p1,[]
p2,[]
p2,[]
p2,[]
p2,[]
p2,[]
p3,[]
p3,[]
p3,[]
p3,[]
p4,[]
p4,[]
p4,[]
p4,[]
p4,[]
p5,[]
p5,[]
p5,[]
p5,[]
p6,[]
p6,[]
p7,[]
p7,[]
p7,[]
p8,[]
p8,[]
p8,[]
p8,[]
p8,[]
p9,[]
p9,[]
p9,[]
p9,[]
p9,[]
pK,[]
pa,[]
pa,[]
pa,[]
pa,[]
pa,[]
pa,[]
pb,[]
pb,[]
pc,[]
pc,[]
pc,[]
pd,[]
pd,[]
pd,[]
pd,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pe,[]
pf,[]
pf,[]
pg,[]
pg,[]
ph,[]
pi,[]
pi,[]
pi,[]
pi,[]
pi,[]
pi,[]
pj,[]
pk,[]
pk,[]
pk,[]
pk,[]
pk,[]
pl,[]
pl,[]
pm,[]
pn,[]
pn,[]
pn,[]
pn,[]
po,[]
po,[]
po,[]
po,[]
pp,[]
pp,[]
pr,[]
pr,[]
pr,[]
pr,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
ps,[]
pt,[]
pt,[]
pt,[]
pt,[]
pu,[]
pu,[]
pw,[]
pw,[]
pw,[]
px,[]
px,[]
py,[]
py,[]
py,[]
py,[]
pz,[]
pz,[]
q1,[]
q1,[]
q3,[]
q4,[]
q9,[]
q9,[]
qa,[]
qc,[]
qd,[]
qn,[]
qp,[]
qs,[]
qt,[]
qt,[]
qx,[]
qy,[]
qz,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r ,[]
r0,[]
r0,[]
r0,[]
r0,[]
r0,[]
r0,[]
r1,[]
r1,[]
r1,[]
r1,[]
r1,[]
r2,[]
r2,[]
r2,[]
r2,[]
r2,[]
r3,[]
r3,[]
r3,[]
r3,[]
r3,[]
r4,[]
r4,[]
r4,[]
r4,[]
r4,[]
r5,[]
r5,[]
r5,[]
r6,[]
r6,[]
r6,[]
r6,[]
r7,[]
r7,[]
r8,[]
r8,[]
r8,[]
r9,[]
r9,[]
r9,[]
r9,[]
ra,[]
ra,[]
rc,[]
rd,[]
rd,[]
rd,[]
re,[]
re,[]
re,[]
re,[]
re,[]
re,[]
re,[]
re,[]
rf,[]
rf,[]
rg,[]
rg,[]
rh,[]
rh,[]
rh,[]
ri,[]
ri,[]
rk,[]
rk,[]
rk,[]
rk,[]
rl,[]
rl,[]
rl,[]
rm,[]
rm,[]
rm,[]
rn,[]
rn,[]
rn,[]
rn,[]
rn,[]
rn,[]
ro,[]
ro,[]
ro,[]
rp,[]
rp,[]
rq,[]
rr,[]
rr,[]
rr,[]
rr,[]
rr,[]
rr,[]
rr,[]
rs,[]
rs,[]
rs,[]
rs,[]
rs,[]
rs,[]
rs,[]
rs,[]
rt,[]
rt,[]
rt,[]
ru,[]
rw,[]
rw,[]
rx,[]
rx,[]
rx,[]
ry,[]
ry,[]
ry,[]
ry,[]
rz,[]
rz,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s ,[]
s0,[]
s0,[]
s0,[]
s0,[]
s0,[]
s0,[]
s0,[]
s0,[]
s1,[]
s1,[]
s1,[]
s1,[]
s1,[]
s2,[]
s2,[]
s2,[]
s2,[]
s2,[]
s2,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s3,[]
s4,[]
s4,[]
s4,[]
s4,[]
s4,[]
s5,[]
s5,[]
s5,[]
s5,[]
s5,[]
s6,[]
s6,[]
s6,[]
s6,[]
s6,[]
s6,[]
s7,[]
s7,[]
s7,[]
s7,[]
s7,[]
s8,[]
s8,[]
s8,[]
s8,[]
s8,[]
s8,[]
s8,[]
s8,[]
s9,[]
s9,[]
s9,[]
sL,[]
sP,[]
sX,[]
sa,[]
sa,[]
sa,[]
sa,[]
sa,[]
sa,[]
sa,[]
sb,[]
sc,[]
sc,[]
sc,[]
sd,[]
sd,[]
sd,[]
sd,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
se,[]
sf,[]
sf,[]
sg,[]
sg,[]
sg,[]
sg,[]
sg,[]
sh,[]
sh,[]
sh,[]
sh,[]
si,[]
si,[]
si,[]
si,[]
si,[]
si,[]
sk,[]
sk,[]
sk,[]
sk,[]
sl,[]
sl,[]
sl,[]
sl,[]
sl,[]
sl,[]
sl,[]
sm,[]
sm,[]
sm,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
sn,[]
so,[]
so,[]
so,[]
so,[]
so,[]
sp,[]
sp,[]
sp,[]
sq,[]
sr,[]
sr,[]
sr,[]
sr,[]
sr,[]
sr,[]
sr,[]
sr,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
ss,[]
st,[]
st,[]
st,[]
st,[]
st,[]
su,[]
su,[]
su,[]
sw,[]
sw,[]
sw,[]
sw,[]
sx,[]
sx,[]
sx,[]
sx,[]
sx,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sy,[]
sz,[]
sz,[]
sz,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t ,[]
t0,[]
t0,[]
t0,[]
t1,[]
t1,[]
t1,[]
t2,[]
t2,[]
t2,[]
t2,[]
t2,[]
t3,[]
t3,[]
t3,[]
t3,[]
t3,[]
t4,[]
t4,[]
t4,[]
t4,[]
t4,[]
t4,[]
t4,[]
t5,[]
t5,[]
t5,[]
t5,[]
t5,[]
t5,[]
t5,[]
t5,[]
t6,[]
t6,[]
t7,[]
t7,[]
t7,[]
t7,[]
t7,[]
t7,[]
t8,[]
t8,[]
t8,[]
t8,[]
t9,[]
t9,[]
t9,[]
t9,[]
t9,[]
t9,[]
t_,[]
ta,[]
ta,[]
ta,[]
ta,[]
ta,[]
ta,[]
ta,[]
tb,[]
tb,[]
tc,[]
tc,[]
tc,[]
tc,[]
td,[]
td,[]
td,[]
td,[]
td,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
te,[]
tf,[]
tg,[]
tg,[]
tg,[]
th,[]
th,[]
th,[]
th,[]
ti,[]
ti,[]
tj,[]
tk,[]
tk,[]
tk,[]
tk,[]
tl,[]
tl,[]
tl,[]
tl,[]
tl,[]
tm,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
tn,[]
to,[]
to,[]
to,[]
to,[]
to,[]
to,[]
tp,[]
tp,[]
tp,[]
tr,[]
tr,[]
tr,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
ts,[]
tt,[]
tt,[]
tt,[]
tt,[]
tt,[]
tt,[]
tt,[]
tw,[]
tw,[]
tx,[]
tx,[]
tx,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
ty,[]
tz,[]
tz,[]
tz,[]
u ,[]
u ,[]
u0,[]
u1,[]
u2,[]
u3,[]
u3,[]
u4,[]
u4,[]
u4,[]
u5,[]
u5,[]
u6,[]
u6,[]
u7,[]
u7,[]
u7,[]
u7,[]
u8,[]
u9,[]
u9,[]
uW,[]
ua,[]
ub,[]
ub,[]
ud,[]
ud,[]
ud,[]
ue,[]
uh,[]
ui,[]
uk,[]
ul,[]
um,[]
um,[]
un,[]
uo,[]
up,[]
ur,[]
ur,[]
ur,[]
ur,[]
us,[]
uy,[]
uy,[]
uy,[]
v ,[]
v ,[]
v ,[]
v ,[]
v ,[]
v ,[]
v ,[]
v ,[]
v0,[]
v0,[]
v0,[]
v1,[]
v2,[]
v2,[]
v2,[]
v3,[]
v3,[]
v4,[]
v6,[]
v8,[]
v9,[]
vA,[]
va,[]
va,[]
va,[]
va,[]
vc,[]
vd,[]
ve,[]
ve,[]
ve,[]
ve,[]
ve,[]
vf,[]
vg,[]
vh,[]
vi,[]
vj,[]
vl,[]
vl,[]
vn,[]
vn,[]
vo,[]
vr,[]
vr,[]
vs,[]
vs,[]
vt,[]
vt,[]
vt,[]
vx,[]
vy,[]
vy,[]
vy,[]
vz,[]
w ,[]
w ,[]
w ,[]
w ,[]
w ,[]
w ,[]
w ,[]
w0,[]
w0,[]
w0,[]
w1,[]
w1,[]
w1,[]
w1,[]
w2,[]
w2,[]
w3,[]
w3,[]
w3,[]
w4,[]
w4,[]
w5,[]
w5,[]
w5,[]
w6,[]
w6,[]
w7,[]
w7,[]
w8,[]
w8,[]
w9,[]
w9,[]
w9,[]
wR,[]
wa,[]
wc,[]
wc,[]
wc,[]
wd,[]
wd,[]
wd,[]
we,[]
we,[]
we,[]
we,[]
wf,[]
wg,[]
wh,[]
wh,[]
wh,[]
wk,[]
wk,[]
wk,[]
wl,[]
wl,[]
wl,[]
wn,[]
wn,[]
wn,[]
wo,[]
wp,[]
wr,[]
wr,[]
wr,[]
wr,[]
wr,[]
wr,[]
ws,[]
ws,[]
ws,[]
ws,[]
ws,[]
ws,[]
wt,[]
wt,[]
wu,[]
wu,[]
ww,[]
ww,[]
wx,[]
wx,[]
wy,[]
wy,[]
wy,[]
wz,[]
wz,[]
wz,[]
x0,[]
x0,[]
x1,[]
x1,[]
x2,[]
x7,[]
x7,[]
xc,[]
xd,[]
xe,[]
xe,[]
xg,[]
xh,[]
xn,[]
xn,[]
xo,[]
xp,[]
xr,[]
xr,[]
xs,[]
xt,[]
xt,[]
xv,[]
xw,[]
xw,[]
xx,[]
xx,[]
xx,[]
xy,[]
xz,[]
y ,[]
y ,[]
y0,[]
y0,[]
y0,[]
y1,[]
y2,[]
y2,[]
y3,[]
y4,[]
y4,[]
y7,[]
y8,[]
y8,[]
y9,[]
yD,[]
ya,[]
ya,[]
yd,[]
yd,[]
ye,[]
ye,[]
ye,[]
ye,[]
yf,[]
yi,[]
yl,[]
yn,[]
yn,[]
yo,[]
yo,[]
yr,[]
yr,[]
yt,[]
yu,[]
yx,[]
yy,[]
yy,[]
yy,[]
yy,[]
z ,[]
z ,[]
z ,[]
z ,[]
z0,[]
z0,[]
z0,[]
z1,[]
z1,[]
z2,[]
z3,[]
z3,[]
z4,[]
z4,[]
z4,[]
z5,[]
z5,[]
z6,[]
z7,[]
z8,[]
z8,[]
z9,[]
z9,[]
za,[]
za,[]
za,[]
za,[]
zb,[]
zc,[]
zc,[]
zd,[]
zd,[]
zd,[]
zd,[]
ze,[]
ze,[]
ze,[]
zf,[]
zg,[]
zg,[]
zi,[]
zi,[]
zi,[]
zk,[]
zl,[]
zm,[]
zn,[]
zn,[]
zn,[]
zo,[]
zo,[]
zs,[]
zs,[]
zs,[]
zu,[]
zv,[]
zx,[]
zy,[]
